interaction_id,timestamp_utc,use_case,model_provider,model_name,cost_usd,latency_ms,proba_failure,action_review
INT001166,2025-04-09 14:54:05+00:00,coding_assistant,google,gemini-1.5-pro,0.34304,2556,0.28812709497229133,True
INT006062,2025-02-06 09:56:29+00:00,coding_assistant,anthropic,claude-3.5-sonnet,0.41184,580,0.28801312175101357,True
INT001630,2025-04-30 19:33:09+00:00,data_analysis,meta,llama-3.1-70b,0.2077999999999999,2620,0.2878263365517803,True
INT003744,2025-04-08 08:43:11+00:00,data_analysis,mistral,mistral-large,0.1356,1057,0.2877533779407331,True
INT000047,2025-04-27 23:18:19+00:00,customer_support,meta,llama-3.1-70b,0.2886,1344,0.2877269294363482,True
INT007120,2025-04-09 15:46:53+00:00,coding_assistant,meta,llama-3.1-70b,0.3242,1434,0.2875896914053765,True
INT002304,2025-04-09 09:11:49+00:00,internal_qa,mistral,mistral-large,0.18012,1089,0.2871873978317332,True
INT003229,2025-02-10 09:02:48+00:00,customer_support,local,custom-local-8b,0.00148,1517,0.28673361475087994,True
INT008126,2025-03-05 18:53:09+00:00,customer_support,local,custom-local-8b,0.00328,997,0.28662145465579253,True
INT000258,2025-02-03 08:22:33+00:00,customer_support,local,custom-local-8b,0.00608,1949,0.28602236958364935,True
INT003080,2025-03-01 15:28:24+00:00,customer_support,meta,llama-3.1-8b,0.04844,2320,0.28585116445413633,True
INT005452,2025-03-28 09:32:39+00:00,internal_qa,meta,llama-3.1-8b,0.0469599999999999,1920,0.28574104501617126,True
INT007640,2025-03-05 17:17:54+00:00,customer_support,local,custom-local-8b,0.0012,1398,0.2854403567062578,True
INT008313,2025-04-24 14:38:40+00:00,data_analysis,local,custom-local-8b,0.00584,895,0.2853831825786727,True
INT000618,2025-04-03 03:25:23+00:00,customer_support,anthropic,claude-3.5-sonnet,0.12896,685,0.2853191281026515,True
INT007552,2025-03-22 09:19:07+00:00,internal_qa,meta,llama-3.1-70b,0.1504,1958,0.28484752062561147,True
INT006842,2025-03-11 01:33:38+00:00,customer_support,openai,gpt-4o-mini,0.0194,638,0.2848421006162537,True
INT005480,2025-02-21 08:39:26+00:00,internal_qa,meta,llama-3.1-8b,0.05696,2181,0.284009516355621,True
INT008353,2025-04-21 01:38:56+00:00,data_analysis,meta,llama-3.1-8b,0.03272,1771,0.28378841277864114,True
INT000344,2025-03-18 13:46:54+00:00,coding_assistant,google,gemini-1.5-pro,0.71872,2137,0.2837661961715257,True
INT004615,2025-02-20 08:55:40+00:00,coding_assistant,openai,gpt-4o-mini,0.02284,797,0.28372692184739423,True
INT003888,2025-04-03 13:15:18+00:00,customer_support,meta,llama-3.1-70b,0.2855999999999999,656,0.2836927108738152,True
INT004467,2025-03-24 20:33:49+00:00,customer_support,local,custom-local-8b,0.00248,1353,0.2835422968747747,True
INT000311,2025-02-18 01:02:01+00:00,data_analysis,openai,gpt-4o-mini,0.02232,978,0.28342807744203996,True
INT003170,2025-03-11 01:32:10+00:00,customer_support,openai,gpt-4.1,0.09,944,0.2833339231537182,True
INT000790,2025-03-12 20:13:09+00:00,internal_qa,meta,llama-3.1-70b,0.2346,1136,0.28288682288802824,True
INT005889,2025-03-03 17:08:35+00:00,customer_support,meta,llama-3.1-70b,0.1908,1014,0.28286794180556274,True
INT000931,2025-03-05 15:31:55+00:00,customer_support,local,custom-local-8b,0.00428,1234,0.2826086620444074,True
INT007639,2025-03-01 16:49:52+00:00,customer_support,openai,gpt-4.1,0.4652,787,0.2821493351213717,True
INT001691,2025-02-26 10:41:42+00:00,customer_support,mistral,mistral-large,0.15264,1378,0.28046740388815455,True
INT004128,2025-02-07 13:39:17+00:00,internal_qa,openai,gpt-4.1,0.4508,1345,0.280221422523977,True
INT001794,2025-04-20 19:52:19+00:00,coding_assistant,local,custom-local-8b,0.00092,1472,0.2802078373136417,True
INT007690,2025-03-28 10:01:46+00:00,data_analysis,meta,llama-3.1-8b,0.08628,1246,0.28012258205104107,True
INT000367,2025-04-02 22:30:14+00:00,customer_support,mistral,mistral-large,0.06912,1814,0.28004350046893123,True
INT006019,2025-04-11 22:33:39+00:00,internal_qa,openai,gpt-4.1,0.5084000000000001,1768,0.2799727590038597,True
INT001092,2025-02-18 02:28:42+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.21984,1206,0.27984032044991297,True
INT008586,2025-04-20 22:58:50+00:00,customer_support,openai,gpt-4o-mini,0.01448,1364,0.2797399494669909,True
INT004589,2025-04-20 20:12:07+00:00,coding_assistant,openai,gpt-4.1,0.736,759,0.2794768437147384,True
INT003540,2025-04-18 14:45:16+00:00,customer_support,anthropic,claude-3.5-sonnet,0.26592,934,0.2786220597850575,True
INT004342,2025-03-04 08:33:49+00:00,data_analysis,local,custom-local-8b,0.00712,1071,0.2782851309498881,True
INT007405,2025-03-05 17:05:15+00:00,customer_support,anthropic,claude-3.5-sonnet,0.2476799999999999,856,0.27813163767634275,True
INT002204,2025-02-06 16:58:24+00:00,customer_support,openai,gpt-4o-mini,0.01964,983,0.2778018015307074,True
INT002699,2025-02-10 09:02:47+00:00,customer_support,meta,llama-3.1-70b,0.1404,850,0.27765282725826207,True
INT000193,2025-04-08 08:18:21+00:00,data_analysis,meta,llama-3.1-8b,0.1022,1150,0.2773824482313278,True
INT008817,2025-03-22 09:36:43+00:00,internal_qa,openai,gpt-4.1,0.1624,1511,0.2772869502948147,True
INT007642,2025-03-15 01:14:39+00:00,customer_support,mistral,mistral-large,0.14796,2271,0.27718358999209974,True
INT004203,2025-04-03 13:19:45+00:00,customer_support,google,gemini-1.5-pro,0.17792,572,0.27637072960219794,True
INT001235,2025-04-09 14:55:43+00:00,coding_assistant,mistral,mistral-large,0.16584,762,0.27631900022416184,True
INT001394,2025-03-06 23:53:45+00:00,coding_assistant,mistral,mistral-large,0.25488,922,0.27588420928277413,True
INT006203,2025-04-26 23:55:25+00:00,data_analysis,openai,gpt-4.1,0.7367999999999999,990,0.27532987441240436,True
INT004553,2025-02-07 14:02:14+00:00,internal_qa,openai,gpt-4.1,0.448,993,0.27499752422818136,True
INT001066,2025-04-04 09:32:33+00:00,data_analysis,local,custom-local-8b,0.0027999999999999,1201,0.27485282774223724,True
INT003364,2025-03-28 09:57:45+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.63712,773,0.2747328047105679,True
INT004584,2025-02-21 23:16:37+00:00,internal_qa,meta,llama-3.1-8b,0.05276,1326,0.2746068290469339,True
INT007348,2025-03-06 05:02:03+00:00,customer_support,local,custom-local-8b,0.00184,1762,0.2745569654260317,True
INT001826,2025-02-21 08:47:47+00:00,customer_support,google,gemini-1.5-pro,0.47968,1100,0.27449502086677724,True
INT005806,2025-02-15 23:01:31+00:00,customer_support,mistral,mistral-large,0.18924,657,0.2735243174617593,True
INT007526,2025-02-06 19:04:35+00:00,customer_support,meta,llama-3.1-8b,0.0552799999999999,858,0.2731616816191531,True
INT002676,2025-03-11 01:17:35+00:00,customer_support,mistral,mistral-large,0.13212,1308,0.27280077631386335,True
INT005591,2025-03-22 09:11:20+00:00,internal_qa,mistral,mistral-large,0.15216,2045,0.2725583280539548,True
INT001831,2025-03-19 10:15:13+00:00,internal_qa,local,custom-local-8b,0.00164,797,0.2724531467916574,True
INT001002,2025-04-08 08:21:33+00:00,data_analysis,meta,llama-3.1-8b,0.14244,1073,0.27226957937454604,True
INT001393,2025-04-30 01:31:02+00:00,customer_support,local,custom-local-8b,0.00224,984,0.27223020774458123,True
INT005604,2025-03-07 22:51:54+00:00,customer_support,local,custom-local-8b,0.00056,652,0.2718176200729993,True
INT001252,2025-02-11 18:29:20+00:00,customer_support,google,gemini-1.5-pro,0.31168,2048,0.2718076923169864,True
INT006321,2025-03-26 11:06:21+00:00,internal_qa,mistral,mistral-large,0.12792,852,0.2716069425902031,True
INT005168,2025-02-12 11:06:38+00:00,data_analysis,openai,gpt-4.1,0.744,2482,0.2710795168548683,True
INT000820,2025-02-06 09:38:16+00:00,coding_assistant,meta,llama-3.1-70b,0.3528,766,0.27105749202721974,True
INT002964,2025-02-20 08:32:26+00:00,coding_assistant,meta,llama-3.1-70b,0.2302,1863,0.2710574534379361,True
INT007096,2025-02-11 06:57:46+00:00,customer_support,openai,gpt-4.1,0.2576,772,0.2706129739932641,True
INT004632,2025-04-26 23:48:35+00:00,data_analysis,meta,llama-3.1-70b,0.29,1020,0.2702923251636806,True
INT008610,2025-02-11 07:02:29+00:00,customer_support,meta,llama-3.1-70b,0.2694,1017,0.27013823635934264,True
INT006633,2025-03-31 17:15:33+00:00,internal_qa,google,gemini-1.5-pro,0.13344,620,0.2701179333950078,True
INT004890,2025-04-05 16:25:25+00:00,customer_support,meta,llama-3.1-70b,0.0752,710,0.2698353416143083,True
INT001053,2025-04-21 01:07:28+00:00,data_analysis,google,gemini-1.5-pro,0.5664,2365,0.2696619662192419,True
INT002338,2025-03-12 20:23:43+00:00,internal_qa,openai,gpt-4o-mini,0.02456,1031,0.2691942625397331,True
INT006747,2025-04-04 12:22:06+00:00,data_analysis,meta,llama-3.1-70b,0.135,1007,0.2691132512658942,True
INT004645,2025-04-30 02:25:13+00:00,customer_support,local,custom-local-8b,0.0024,1204,0.2688650220305484,True
INT000196,2025-04-03 02:55:14+00:00,customer_support,anthropic,claude-3.5-sonnet,0.4150399999999999,983,0.26842137894441886,True
INT004379,2025-04-30 01:56:37+00:00,customer_support,openai,gpt-4.1,0.4788,995,0.2682587741680063,True
INT003366,2025-02-21 07:22:35+00:00,internal_qa,mistral,mistral-large,0.1452,3142,0.2682538525006293,True
INT000984,2025-02-06 16:44:20+00:00,customer_support,meta,llama-3.1-70b,0.195,944,0.2678143181801964,True
INT001594,2025-02-06 16:58:20+00:00,customer_support,openai,gpt-4o-mini,0.01368,2223,0.26768661921135734,True
INT005660,2025-04-21 01:29:00+00:00,data_analysis,google,gemini-1.5-pro,0.54464,766,0.2675485458163033,True
INT000052,2025-03-17 08:59:50+00:00,customer_support,meta,llama-3.1-70b,0.047,711,0.267470823140075,True
INT004434,2025-04-20 20:01:28+00:00,coding_assistant,google,gemini-1.5-pro,0.30464,1303,0.267286118456782,True
INT006702,2025-02-07 14:20:58+00:00,internal_qa,meta,llama-3.1-8b,0.0583999999999999,2441,0.2672494905972879,True
INT000224,2025-02-17 16:47:22+00:00,customer_support,openai,gpt-4o-mini,0.0291999999999999,414,0.26657755945444045,True
INT000733,2025-03-18 13:56:23+00:00,coding_assistant,meta,llama-3.1-70b,0.1308,1277,0.26592911655337736,True
INT006340,2025-02-03 15:22:42+00:00,customer_support,meta,llama-3.1-8b,0.13596,924,0.2659272981607892,True
INT000314,2025-03-26 09:32:37+00:00,internal_qa,mistral,mistral-large,0.11724,975,0.2659083881467373,True
INT007931,2025-04-24 14:33:11+00:00,data_analysis,google,gemini-1.5-pro,0.46816,3007,0.26522865678967683,True
INT001903,2025-04-21 01:27:13+00:00,data_analysis,openai,gpt-4.1,0.4236,2504,0.2650562480480751,True
INT000350,2025-04-20 19:46:13+00:00,coding_assistant,meta,llama-3.1-70b,0.189,567,0.26499584515110947,True
INT001241,2025-04-12 06:20:39+00:00,customer_support,meta,llama-3.1-70b,0.2299999999999999,2258,0.26487248614411163,True
INT003030,2025-03-06 04:44:24+00:00,customer_support,meta,llama-3.1-8b,0.03128,941,0.2642295519175419,True
INT002688,2025-02-12 10:40:50+00:00,data_analysis,openai,gpt-4.1,0.6859999999999999,799,0.26408214343178904,True
INT005511,2025-02-11 19:00:08+00:00,customer_support,local,custom-local-8b,0.0034,560,0.26405643961460906,True
INT005574,2025-04-02 23:50:27+00:00,customer_support,mistral,mistral-large,0.183,679,0.26397327374653273,True
INT005842,2025-02-11 06:57:19+00:00,customer_support,meta,llama-3.1-8b,0.0676799999999999,911,0.2631426753736238,True
INT002652,2025-03-05 07:51:31+00:00,internal_qa,meta,llama-3.1-8b,0.05284,1441,0.2629216564842624,True
INT001139,2025-03-11 01:07:12+00:00,customer_support,openai,gpt-4o-mini,0.022,1611,0.2621735647233107,True
INT007800,2025-03-21 16:51:19+00:00,customer_support,google,gemini-1.5-pro,0.29696,1415,0.26197929689895155,True
INT004702,2025-02-09 04:05:56+00:00,customer_support,meta,llama-3.1-8b,0.03696,1306,0.26184519357684916,True
INT005879,2025-03-29 07:11:37+00:00,data_analysis,google,gemini-1.5-pro,0.3155199999999999,450,0.26183493519314344,True
INT005068,2025-02-20 09:08:16+00:00,coding_assistant,mistral,mistral-large,0.20244,1793,0.26171983028891865,True
INT001332,2025-03-11 01:11:32+00:00,customer_support,openai,gpt-4o-mini,0.02456,1194,0.26160969587368144,True
INT000205,2025-03-19 10:09:18+00:00,internal_qa,google,gemini-1.5-pro,0.2032,933,0.26154985189195323,True
INT007846,2025-03-25 08:05:30+00:00,customer_support,anthropic,claude-3.5-sonnet,0.38656,1115,0.2604950221075405,True
INT000057,2025-04-29 13:18:44+00:00,customer_support,openai,gpt-4o-mini,0.01772,1200,0.2604550227949869,True
INT004992,2025-03-26 10:53:33+00:00,internal_qa,openai,gpt-4.1,0.3028,1497,0.2603306633518416,True
INT003245,2025-02-03 10:35:39+00:00,customer_support,meta,llama-3.1-8b,0.10368,1485,0.25931091347446256,True
INT002692,2025-03-26 09:43:18+00:00,internal_qa,mistral,mistral-large,0.14784,1639,0.25900438328256886,True
INT008380,2025-03-18 14:03:01+00:00,coding_assistant,mistral,mistral-large,0.0948,1824,0.25836698913212935,True
INT004004,2025-02-07 13:16:13+00:00,internal_qa,openai,gpt-4.1,0.4308,1092,0.25792651466338623,True
INT006084,2025-02-06 18:56:19+00:00,customer_support,openai,gpt-4.1,0.6788,2099,0.2578086245555095,True
INT003838,2025-04-03 13:12:40+00:00,customer_support,google,gemini-1.5-pro,0.47104,1632,0.2576521490686947,True
INT006758,2025-02-03 11:39:43+00:00,customer_support,openai,gpt-4.1,0.5056,1478,0.2573174161406478,True
INT003502,2025-03-06 23:57:54+00:00,coding_assistant,mistral,mistral-large,0.21192,3059,0.2571079115314041,True
INT004846,2025-02-06 18:39:37+00:00,customer_support,openai,gpt-4.1,0.3188,1665,0.25682760509695346,True
INT002774,2025-02-18 02:57:43+00:00,data_analysis,openai,gpt-4o-mini,0.03656,1220,0.256639593315656,True
INT007338,2025-02-25 10:18:33+00:00,data_analysis,openai,gpt-4.1,1.0252,2035,0.25625593804878655,True
INT002796,2025-04-11 16:55:06+00:00,data_analysis,openai,gpt-4.1,0.1576,1034,0.2562458812336674,True
INT000141,2025-04-20 19:43:32+00:00,coding_assistant,google,gemini-1.5-pro,0.6592,2001,0.25572225766044887,True
INT000610,2025-03-19 11:20:15+00:00,content_writing,meta,llama-3.1-70b,0.028,837,0.2552415093231516,True
INT001375,2025-03-25 07:35:25+00:00,customer_support,meta,llama-3.1-8b,0.0304,931,0.25521085697530077,True
INT007881,2025-02-21 09:34:46+00:00,customer_support,anthropic,claude-3.5-sonnet,0.696,1028,0.2545024743459403,True
INT002403,2025-03-28 12:55:42+00:00,customer_support,openai,gpt-4o-mini,0.0208,630,0.25430726574559065,True
INT006876,2025-04-24 14:27:29+00:00,data_analysis,meta,llama-3.1-8b,0.07128,1370,0.254241185688964,True
INT007376,2025-04-09 15:12:15+00:00,internal_qa,openai,gpt-4.1,0.0912,3054,0.2541916910593752,True
INT004473,2025-02-10 09:03:35+00:00,customer_support,local,custom-local-8b,0.0032,619,0.25401800303754923,True
INT001864,2025-03-07 21:23:06+00:00,customer_support,anthropic,claude-3.5-sonnet,0.08928,854,0.253733508008179,True
INT000684,2025-03-07 21:06:11+00:00,customer_support,meta,llama-3.1-70b,0.2034,1253,0.2537145778822231,True
INT006857,2025-02-18 03:26:37+00:00,data_analysis,openai,gpt-4.1,0.3844,1166,0.25325047558981123,True
INT006598,2025-03-25 07:56:33+00:00,customer_support,local,custom-local-8b,0.0025599999999999,2122,0.25310880397359115,True
INT001587,2025-03-17 09:04:54+00:00,customer_support,meta,llama-3.1-70b,0.1008,1414,0.25307302224686545,True
INT005347,2025-02-10 17:22:32+00:00,content_writing,local,custom-local-8b,0.00464,1222,0.2525371725223895,True
INT006456,2025-03-31 17:13:23+00:00,internal_qa,google,gemini-1.5-pro,0.70176,2237,0.2523698089702305,True
INT000519,2025-02-26 21:46:23+00:00,customer_support,meta,llama-3.1-8b,0.03852,1054,0.25213956702082035,True
INT001208,2025-03-05 14:39:19+00:00,customer_support,meta,llama-3.1-70b,0.2594,1663,0.252098010761431,True
INT006259,2025-03-24 21:05:43+00:00,customer_support,google,gemini-1.5-pro,0.25568,399,0.25199829171474925,True
INT005313,2025-03-05 15:34:29+00:00,customer_support,openai,gpt-4.1,0.71,1367,0.2517325272192803,True
INT001881,2025-03-31 15:48:55+00:00,internal_qa,google,gemini-1.5-pro,0.36512,636,0.2510526414383158,True
INT004626,2025-02-26 23:12:38+00:00,customer_support,mistral,mistral-large,0.1582799999999999,1044,0.2509394246035679,True
INT002319,2025-03-07 21:37:11+00:00,customer_support,local,custom-local-8b,0.00536,996,0.25063841971306977,True
INT004887,2025-02-03 15:18:39+00:00,customer_support,meta,llama-3.1-8b,0.1136,2001,0.25049044657973124,True
INT003407,2025-02-15 22:44:45+00:00,customer_support,local,custom-local-8b,0.00468,1250,0.25033326239480713,True
INT008309,2025-04-05 16:30:58+00:00,customer_support,meta,llama-3.1-70b,0.1977999999999999,1091,0.25008325664701764,True
INT007980,2025-03-15 01:35:19+00:00,customer_support,meta,llama-3.1-70b,0.2155999999999999,1160,0.25004532356114917,True
INT005685,2025-03-17 09:20:07+00:00,customer_support,mistral,mistral-large,0.07176,1559,0.24999342086930249,True
INT005747,2025-04-03 05:13:54+00:00,customer_support,meta,llama-3.1-70b,0.218,688,0.24945527282696262,True
INT004029,2025-03-25 07:44:36+00:00,customer_support,meta,llama-3.1-8b,0.0281599999999999,878,0.24909195526096348,True
INT002467,2025-03-15 01:06:51+00:00,customer_support,google,gemini-1.5-pro,0.43904,636,0.24907984851679127,True
INT003991,2025-02-18 03:08:16+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.4383999999999999,1935,0.24876360357829114,True
INT000145,2025-04-26 23:17:00+00:00,data_analysis,openai,gpt-4o-mini,0.03352,455,0.2487354287279335,True
INT008878,2025-04-18 11:02:11+00:00,customer_support,openai,gpt-4.1,0.5367999999999999,1907,0.2480345802235828,True
INT004601,2025-02-18 03:15:30+00:00,data_analysis,meta,llama-3.1-8b,0.07044,981,0.24799965334364085,True
INT000564,2025-04-29 13:25:22+00:00,customer_support,meta,llama-3.1-8b,0.0547999999999999,654,0.24752057247122583,True
INT006397,2025-03-04 08:45:32+00:00,data_analysis,meta,llama-3.1-8b,0.1106,1611,0.24683311948722975,True
INT005326,2025-04-09 15:22:02+00:00,coding_assistant,openai,gpt-4.1,0.6328,1736,0.24658338840676733,True
INT005218,2025-02-10 17:13:15+00:00,content_writing,local,custom-local-8b,0.00456,1012,0.24625068628990862,True
INT002523,2025-03-11 01:13:20+00:00,customer_support,meta,llama-3.1-8b,0.05256,1940,0.24590627125589493,True
INT004830,2025-02-26 22:02:17+00:00,customer_support,openai,gpt-4o-mini,0.02824,1770,0.24577728582354263,True
INT001303,2025-04-05 16:25:20+00:00,customer_support,mistral,mistral-large,0.09936,857,0.24549516754441622,True
INT008673,2025-04-21 07:54:50+00:00,customer_support,meta,llama-3.1-8b,0.07332,804,0.24464414042406057,True
INT002012,2025-04-18 14:40:42+00:00,customer_support,openai,gpt-4o-mini,0.02004,937,0.24393174861741596,True
INT003790,2025-04-04 00:57:02+00:00,customer_support,mistral,mistral-large,0.15276,1048,0.24367119990697253,True
INT001038,2025-04-03 03:28:16+00:00,customer_support,mistral,mistral-large,0.11628,798,0.24361384520972962,True
INT006571,2025-02-11 19:19:12+00:00,customer_support,meta,llama-3.1-8b,0.10572,694,0.2432984729851606,True
INT008519,2025-03-19 13:16:55+00:00,content_writing,meta,llama-3.1-70b,0.1736,1139,0.2431247612904795,True
INT008858,2025-04-04 01:36:42+00:00,customer_support,openai,gpt-4.1,0.4524,1405,0.24260320864579496,True
INT001798,2025-03-15 00:30:09+00:00,customer_support,meta,llama-3.1-8b,0.09416,1151,0.24250112833541473,True
INT000662,2025-02-10 08:47:54+00:00,customer_support,openai,gpt-4.1,0.2719999999999999,1610,0.24238166695599542,True
INT005742,2025-03-05 16:23:32+00:00,customer_support,local,custom-local-8b,0.0027999999999999,933,0.24204298743423086,True
INT007766,2025-03-28 10:35:16+00:00,content_writing,anthropic,claude-3.5-sonnet,0.35616,1025,0.24161595622508866,True
INT008352,2025-02-21 10:12:05+00:00,customer_support,openai,gpt-4o-mini,0.02156,1799,0.24155218336332546,True
INT007826,2025-02-06 10:13:12+00:00,coding_assistant,meta,llama-3.1-8b,0.07668,1426,0.24079926559800877,True
INT004297,2025-02-26 21:46:41+00:00,customer_support,meta,llama-3.1-8b,0.02792,1665,0.24062977400218039,True
INT004001,2025-03-05 08:14:40+00:00,internal_qa,meta,llama-3.1-8b,0.10692,1045,0.24050422541318708,True
INT002228,2025-03-04 08:15:47+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.2608,723,0.24050111675694502,True
INT001533,2025-04-04 00:24:42+00:00,customer_support,meta,llama-3.1-70b,0.24,1305,0.2404878325367086,True
INT002982,2025-03-24 20:21:20+00:00,customer_support,openai,gpt-4.1,0.2676,1135,0.24025200374952657,True
INT004766,2025-04-23 21:56:27+00:00,customer_support,local,custom-local-8b,0.00528,1487,0.2402293187962786,True
INT001572,2025-02-11 06:56:51+00:00,customer_support,anthropic,claude-3.5-sonnet,0.30944,3320,0.24011553965203644,True
INT001986,2025-02-08 10:02:41+00:00,customer_support,local,custom-local-8b,0.0051199999999999,1433,0.23812262522946098,True
INT000811,2025-02-10 15:17:43+00:00,content_writing,openai,gpt-4o-mini,0.00716,837,0.23806273368452993,True
INT008969,2025-02-21 10:41:16+00:00,customer_support,google,gemini-1.5-pro,0.52928,841,0.23797906610463182,True
INT007395,2025-03-25 07:56:50+00:00,customer_support,openai,gpt-4.1,0.2532,950,0.23780333022246836,True
INT007466,2025-02-26 23:08:06+00:00,customer_support,meta,llama-3.1-70b,0.2158,1665,0.2375271637524928,True
INT008966,2025-03-15 02:00:27+00:00,customer_support,meta,llama-3.1-70b,0.3246,1190,0.23736551855668736,True
INT006101,2025-02-15 23:11:24+00:00,customer_support,mistral,mistral-large,0.234,1022,0.2367793883158721,True
INT008584,2025-03-14 09:33:04+00:00,customer_support,meta,llama-3.1-8b,0.0700399999999999,621,0.23517887565358597,True
INT007468,2025-04-30 02:47:39+00:00,customer_support,anthropic,claude-3.5-sonnet,0.712,901,0.235136351180785,True
INT006545,2025-02-10 17:35:56+00:00,content_writing,meta,llama-3.1-8b,0.02672,632,0.23501910545917515,True
INT005431,2025-02-10 09:06:57+00:00,customer_support,meta,llama-3.1-8b,0.1061999999999999,824,0.23486740436209538,True
INT008562,2025-04-18 15:10:30+00:00,customer_support,google,gemini-1.5-pro,0.10624,756,0.234597065135358,True
INT001635,2025-04-04 00:44:13+00:00,customer_support,google,gemini-1.5-pro,0.48128,571,0.23443460371056432,True
INT002229,2025-03-07 21:28:36+00:00,customer_support,openai,gpt-4.1,0.3456,613,0.2329794651099625,True
INT008366,2025-03-31 17:24:04+00:00,internal_qa,meta,llama-3.1-70b,0.423,1262,0.23283734866143366,True
INT000411,2025-02-02 08:39:45+00:00,customer_support,openai,gpt-4o-mini,0.00264,1970,0.23275186536057466,True
INT000312,2025-03-11 01:04:59+00:00,customer_support,openai,gpt-4.1,0.4568,432,0.23267542897910687,True
INT004537,2025-04-30 02:01:23+00:00,customer_support,openai,gpt-4.1,0.3468,1055,0.2314547994460155,True
INT000410,2025-04-08 08:21:19+00:00,data_analysis,meta,llama-3.1-70b,0.35,1580,0.2313479478142505,True
INT003905,2025-03-31 16:06:53+00:00,internal_qa,meta,llama-3.1-70b,0.2602,710,0.23114987438169762,True
INT000756,2025-02-03 15:04:16+00:00,customer_support,anthropic,claude-3.5-sonnet,0.32928,1335,0.23086987352206312,True
INT004433,2025-02-10 16:58:50+00:00,content_writing,anthropic,claude-3.5-sonnet,0.4432,1126,0.23082106777164893,True
INT004679,2025-04-18 10:58:06+00:00,customer_support,mistral,mistral-large,0.12204,1321,0.23076974726944668,True
INT007462,2025-03-28 13:04:05+00:00,customer_support,local,custom-local-8b,0.00152,937,0.23070480562793885,True
INT003126,2025-04-04 10:06:14+00:00,data_analysis,google,gemini-1.5-pro,0.28288,1082,0.23066207892792015,True
INT008193,2025-04-18 14:47:58+00:00,customer_support,google,gemini-1.5-pro,0.19424,598,0.230156084458686,True
INT001707,2025-02-19 20:26:23+00:00,customer_support,mistral,mistral-large,0.09036,1434,0.23001110466469976,True
INT000543,2025-03-18 08:44:34+00:00,data_analysis,meta,llama-3.1-8b,0.07164,1901,0.22998428759330206,True
INT000063,2025-02-03 14:53:23+00:00,customer_support,mistral,mistral-large,0.08328,1782,0.22980045590453574,True
INT004465,2025-02-20 08:41:34+00:00,coding_assistant,meta,llama-3.1-70b,0.4846,721,0.2292907776100525,True
INT007773,2025-02-26 23:28:22+00:00,customer_support,meta,llama-3.1-70b,0.206,682,0.22906342959007078,True
INT008344,2025-03-19 12:31:30+00:00,content_writing,mistral,mistral-large,0.16212,1338,0.2289720046678176,True
INT002758,2025-03-25 21:49:42+00:00,content_writing,google,gemini-1.5-pro,0.12352,1534,0.2283966024772854,True
INT000879,2025-04-21 15:40:10+00:00,customer_support,local,custom-local-8b,0.00248,819,0.228347676206206,True
INT007500,2025-03-26 22:35:05+00:00,customer_support,meta,llama-3.1-70b,0.2134,1707,0.22805760894872554,True
INT008443,2025-03-19 12:47:33+00:00,content_writing,openai,gpt-4.1,0.6648,1788,0.2280009614346698,True
INT002716,2025-04-21 15:41:56+00:00,customer_support,mistral,mistral-large,0.2694,993,0.22702721105932513,True
INT000333,2025-03-31 15:36:14+00:00,internal_qa,meta,llama-3.1-8b,0.1250399999999999,1400,0.22664228945477144,True
INT005671,2025-02-17 17:14:41+00:00,customer_support,meta,llama-3.1-70b,0.292,335,0.22657001324914827,True
INT004497,2025-03-26 22:34:35+00:00,customer_support,meta,llama-3.1-70b,0.3222,2944,0.22625450327902885,True
INT005597,2025-02-10 09:08:38+00:00,customer_support,openai,gpt-4.1,0.5672,789,0.22587939843588695,True
INT008840,2025-03-25 21:54:00+00:00,content_writing,google,gemini-1.5-pro,0.38304,1279,0.22582593679570281,True
INT005790,2025-03-31 16:20:21+00:00,internal_qa,meta,llama-3.1-70b,0.2194,1602,0.2257384624826867,True
INT006187,2025-04-08 09:01:41+00:00,data_analysis,meta,llama-3.1-70b,0.3206,1501,0.22572539142419965,True
INT004740,2025-04-03 04:14:55+00:00,customer_support,meta,llama-3.1-8b,0.09552,493,0.22553478739705432,True
INT008411,2025-03-19 12:33:01+00:00,content_writing,openai,gpt-4.1,0.1808,1694,0.22550557831404283,True
INT004345,2025-02-06 09:54:26+00:00,coding_assistant,meta,llama-3.1-8b,0.1011199999999999,1797,0.2253015127265763,True
INT005144,2025-03-06 04:58:56+00:00,customer_support,mistral,mistral-large,0.1850399999999999,574,0.22346998045498578,True
INT004754,2025-04-04 10:56:43+00:00,data_analysis,local,custom-local-8b,0.00752,1466,0.2234171768005035,True
INT001207,2025-03-19 12:05:11+00:00,content_writing,google,gemini-1.5-pro,0.11488,156,0.22301781581438584,True
INT003875,2025-02-06 01:39:24+00:00,internal_qa,meta,llama-3.1-8b,0.02996,1778,0.22295185050134106,True
INT008540,2025-03-11 01:40:44+00:00,customer_support,openai,gpt-4.1,0.4896,579,0.22278190471270354,True
INT006125,2025-02-06 14:41:42+00:00,content_writing,local,custom-local-8b,0.00392,981,0.22269409972131485,True
